,query_hash,query_type,bytes_scanned,result_size,write_volume,cpu_time,unique_db_instance,num_read_tables,intermediate_result_size,hour,read_tables,write_table,timestamp,scan_to_result_ratio,scan_to_i_result_ratio,repetition_coefficient,load,cache_result,cache_ir,write_delta,was_cached,cache_writes,cache_reads,execution,execution_trigger,triggered_by,network_speed,total_runtime,runtime,size
dc16417ab87b2a0777293d4fbc06ed9c,,select,295153,0.03332093955173029,0,0.029550380368496845,0,2,0.9996281865519088,19,"5A,1A",,2024-04-15 07:10:07,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.015011313410607723,0.015011313410607723,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,295153,114.20126991739087,0,0.004145022909660248,0,1,2284.0253983478174,19,5A,,2024-04-15 07:10:07,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.0023105524361647363,0.0023105524361647363,5272318.0
4b2956965d0eceed1934538737e23194,,select,295153,3.588347677655297,0,0.009095902207937143,0,1,71.76695355310594,19,5A,,2024-04-15 07:10:07,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.004784133788209556,0.004784133788209556,1466518.0
31736ac9ba5259e695f25feb3ededa1b,,select,295153,0.462642014568488,0,0.01222494736923654,0,2,13.879260437054642,19,"5A,9A",,2024-04-15 07:10:07,1.5674650590320547e-06,4.7023951770961645e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.006348607558140232,0.006348607558140232,460792.0
1f61c6621531d0b65c54a0e259e22b03,,select,295153,5.092177976422434,0,0.007630377987054208,0,1,101.84355952844868,19,5A,,2024-04-15 07:10:07,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.004051396942117108,0.004051396942117108,349433.0
82a1e208b12b0ed0e5bd248892ffa119,,select,295153,0.24146895196428905,0,0.010196859870718819,0,1,4.829379039285781,19,5A,,2024-04-15 07:10:07,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,f9fc5c8ebf6749e196ae633abe61a497,1250000000.0,0.005334556392037803,0.005334556392037803,65865.0
224,d5d70e0c5bf1f6da83c0e6c2756a7aa3,select,2502511140,787521.0,0,0.013342814268560734,0,1,15750488.0,19,8A,,2024-04-15 07:10:12,0.0003146937372909281,0.006293874745818562,0.001034126163391934,0.04,False,False,False,False,0,0,normal,immediate,d5d70e0c5bf1f6da83c0e6c2756a7aa3,17179869184.0,0.15233672700357512,0.15233672700357512,16538009.0
820,9edd4b03e93249fab2ba864eee07b877,select,27550953557,9550.0,0,0.03346337050046944,0,1,191021.0,20,0A,,2024-04-15 07:20:16,3.46675093046103e-07,6.93350186092206e-06,0.001034126163391934,0.19,False,False,False,False,0,0,normal,immediate,9edd4b03e93249fab2ba864eee07b877,17179869184.0,1.6204082477387796,1.6204082477387796,200571.0
385,4d82377fd3e323d8e76808103127815c,select,30670056004,381995.0,0,0.03418353633045319,0,1,7639942.0,20,3A,,2024-04-15 07:25:42,1.2455056321153406e-05,0.00024910112642306814,0.0,0.21,False,False,False,False,0,0,normal,immediate,4d82377fd3e323d8e76808103127815c,17179869184.0,1.8023239882431137,1.8023239882431137,8021937.0
81,04624f3bedad4f445ec4badd59b7d6da,select,0,4467.0,0,0.0,0,1,90565.0,20,7A,,2024-04-15 07:26:43,6.792216399733461e-06,0.00013584432799466922,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,04624f3bedad4f445ec4badd59b7d6da,1250000000.0,0.0012449780895973954,0.0012714275235226476,
195,c52a1f6f48f400812bc18afe43621cc4,insert,1695379227,0.0,339802,0.004165450590540833,0,2,0.0,20,"8A,4A",5A,2024-04-15 07:33:42,0.0,0.0,0.004136504653567736,0.2,False,False,False,False,1,1,normal,immediate,c52a1f6f48f400812bc18afe43621cc4,17179869184.0,0.10399025071462255,0.10313930612116302,
dc16417ab87b2a0777293d4fbc06ed9c,,select,339802,0.038361534192629096,0,0.029550380368496845,0,2,1.150846025778873,20,"5A,1A",,2024-04-15 07:33:42,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.01504703273561447,0.01504703273561447,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,339802,131.47696252611104,0,0.004145022909660248,0,1,2629.5392505222208,20,5A,,2024-04-15 07:33:42,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.002346561867800563,0.002346561867800563,5272318.0
4b2956965d0eceed1934538737e23194,,select,339802,4.13117168913284,0,0.009095902207937143,0,1,82.6234337826568,20,5A,,2024-04-15 07:33:42,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.004819862107652949,0.004819862107652949,1466518.0
31736ac9ba5259e695f25feb3ededa1b,,select,339802,0.5326277619892102,0,0.01222494736923654,0,2,15.97883285967631,20,"5A,9A",,2024-04-15 07:33:42,1.5674650590320547e-06,4.7023951770961645e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.006384328493786768,0.006384328493786768,460792.0
1f61c6621531d0b65c54a0e259e22b03,,select,339802,5.862492540290276,0,0.007630377987054208,0,1,117.24985080580552,20,5A,,2024-04-15 07:33:42,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.004087129083401781,0.004087129083401781,349433.0
82a1e208b12b0ed0e5bd248892ffa119,,select,339802,0.2779969467204106,0,0.010196859870718819,0,1,5.559938934408212,20,5A,,2024-04-15 07:33:42,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,c52a1f6f48f400812bc18afe43621cc4,1250000000.0,0.005370276205708115,0.005370276205708115,65865.0
283,167db0e7eafd0b5062d10d34e6873dda,select,411456584,89017.0,0,0.007678264797022985,0,2,2670712.0,20,"8A,1A",,2024-04-15 07:35:52,0.0002163629103366281,0.006490887310098842,0.0,0.01,False,False,False,False,0,0,normal,immediate,167db0e7eafd0b5062d10d34e6873dda,17179869184.0,0.027789057720597112,0.027789057720597112,2759729.0
86,a259fed640378d368402e1a602a7b7a7,select,0,3088.0,0,0.0,0,1,61779.0,20,6A,,2024-04-15 07:37:51,7.710781558239109e-07,1.5421563116478218e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,a259fed640378d368402e1a602a7b7a7,1250000000.0,0.0019399882321287296,0.0014392970365240101,
147,b9ea2b244edd61d1df55624316ffa41a,insert,2445902533,0.0,125047,0.00419572268186744,0,1,0.0,20,8A,7A,2024-04-15 07:40:40,0.0,0.0,0.001034126163391934,0.09,False,False,False,False,1,1,normal,immediate,b9ea2b244edd61d1df55624316ffa41a,17179869184.0,0.14707058890971034,0.14723786008110779,
7e2e5bf89902e4b3affafd8215ca8dfe,,select,125047,5.421312299366273,0,0.004744801987076934,0,2,162.6393689809882,20,"4A,7A",,2024-04-15 07:40:40,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,b9ea2b244edd61d1df55624316ffa41a,1250000000.0,0.0024725730420834913,0.0024725730420834913,153776.0
69,16cc4ab32c31e0c8caf0c8fab4f36be1,select,1074438708,1662869.0,0,0.0021080011653889373,0,2,49886222.0,20,"4A,2A",,2024-04-15 07:42:50,0.0015476678823614397,0.04643003647084319,0.0,0.03,False,False,False,False,0,0,normal,immediate,16cc4ab32c31e0c8caf0c8fab4f36be1,17179869184.0,0.0635945645702625,0.0635945645702625,51549091.0
180,f216ffd00833366fc3c259a5625f9e94,select,14578365029,18758.0,0,0.01614506939492538,0,1,375194.0,20,6A,,2024-04-15 07:48:02,1.2868232658220517e-06,2.5736465316441034e-05,0.0,0.1,False,False,False,False,0,0,normal,immediate,f216ffd00833366fc3c259a5625f9e94,17179869184.0,0.8566450629782462,0.8566450629782462,393952.0
347,027d4944ba3f5ff1d9ab1241dc77c071,insert,2477361436,0.0,1288358,0.002844867504078546,0,1,0.0,20,2A,5A,2024-04-15 07:50:44,0.0,0.0,0.0,0.74,False,False,False,False,1,1,normal,immediate,027d4944ba3f5ff1d9ab1241dc77c071,17179869184.0,0.14934470377313122,0.1480375918269853,
dc16417ab87b2a0777293d4fbc06ed9c,,select,1288358,0.14544761204862608,0,0.029550380368496845,0,2,4.363428361458783,20,"5A,1A",,2024-04-15 07:50:44,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.04,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.0158058801913492,0.0158058801913492,99437.0
fb2c6b8cbf092f15d39cb0e6abd3e69a,,select,1288358,498.49440699647255,0,0.004145022909660248,0,1,9969.888139929451,20,5A,,2024-04-15 07:50:44,0.00038692227393043903,0.00773844547860878,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.0031115725608676648,0.0031115725608676648,5272318.0
4b2956965d0eceed1934538737e23194,,select,1288358,15.663321861165642,0,0.009095902207937143,0,1,313.26643722331283,20,5A,,2024-04-15 07:50:44,1.215758497340463e-05,0.0002431516994680926,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.0055789006477758385,0.0055789006477758385,1466518.0
31736ac9ba5259e695f25feb3ededa1b,,select,1288358,2.01945614852442,0,0.01222494736923654,0,2,60.5836844557326,20,"5A,9A",,2024-04-15 07:50:44,1.5674650590320547e-06,4.7023951770961645e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.007143210167130753,0.007143210167130753,460792.0
1f61c6621531d0b65c54a0e259e22b03,,select,1288358,22.22761833133207,0,0.007630377987054208,0,1,444.55236662664134,20,5A,,2024-04-15 07:50:44,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.01,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.0048462488175150704,0.0048462488175150704,349433.0
82a1e208b12b0ed0e5bd248892ffa119,,select,1288358,1.0540243738495205,0,0.010196859870718819,0,1,21.08048747699041,20,5A,,2024-04-15 07:50:44,8.181145099805492e-07,1.6362290199610985e-05,0.001034126163391934,0.02,True,True,False,False,0,0,incremental,triggered_by_write,027d4944ba3f5ff1d9ab1241dc77c071,1250000000.0,0.006129134042968889,0.006129134042968889,65865.0
36,b92e1c67fd3c491bd23c942e6af2549c,select,116149699,8214.0,0,0.003060265108753067,0,1,164314.0,20,6A,,2024-04-15 07:58:20,7.073462253441961e-05,0.0014146924506883922,0.0,0.01,False,False,False,False,0,0,normal,immediate,b92e1c67fd3c491bd23c942e6af2549c,17179869184.0,0.008290934848969839,0.008290934848969839,172528.0
793,7ace919ef719ae7a3764e9f2ffed20dc,select,0,1570.0,0,0.0,0,1,31414.0,20,8A,,2024-04-15 08:02:30,3.4185527963957954e-07,6.8371055927915905e-06,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,7ace919ef719ae7a3764e9f2ffed20dc,1250000000.0,0.0015575758044708984,0.0013727208002451677,
643,0d8b5272122d9092d017deb81c9aefc0,select,6923431692,5417.0,0,0.009925822861103611,0,2,162593.0,20,"9A,8A",,2024-04-15 08:05:25,7.828557491703449e-07,2.348567247511035e-05,0.0,0.05,False,False,False,False,0,0,normal,immediate,0d8b5272122d9092d017deb81c9aefc0,17179869184.0,0.40795967571604175,0.40795967571604175,168010.0
872,3600c2c330a2ae8e836234f9e78e9219,select,1136046390,1652.0,0,0.0050228308902609785,0,1,33059.0,20,6A,,2024-04-15 08:06:02,1.455056702550589e-06,2.9101134051011778e-05,0.0,0.01,False,False,False,False,0,0,normal,immediate,3600c2c330a2ae8e836234f9e78e9219,17179869184.0,0.06863801849621924,0.06863801849621924,34711.0
689,a7fcdabb0191c7b90da4c7bb94d950e6,select,674734264,693162.0,0,0.002626998551559177,0,2,20795072.0,20,"4A,0A",,2024-04-15 08:10:08,0.001027321981789394,0.03081965945368182,0.0,0.02,False,False,False,False,0,0,normal,immediate,a7fcdabb0191c7b90da4c7bb94d950e6,17179869184.0,0.04058820252138959,0.04058820252138959,21488234.0
443,a73e71cdad8af700087749e55f9ff13f,select,4720962866,2077.0,0,0.011273219937856578,0,2,62369.0,21,"1A,2A",,2024-04-15 08:18:20,4.4041563427562745e-07,1.3212469028268823e-05,0.0,0.04,False,False,False,False,0,0,normal,immediate,a73e71cdad8af700087749e55f9ff13f,17179869184.0,0.28043281565812755,0.28043281565812755,64446.0
897,43add5f7397eea1ec6f5fe10c07355e2,select,3961070331,458360.0,0,0.005807676671166144,0,1,9167238.0,21,6A,,2024-04-15 08:26:53,0.00011571670376000513,0.0023143340752001026,0.0,0.04,False,False,False,False,0,0,normal,immediate,43add5f7397eea1ec6f5fe10c07355e2,17179869184.0,0.23346847701682719,0.23346847701682719,9625598.0
982,1b4115cf10af9c34c91401600099ffa0,select,1274198017,2487.0,0,0.0028522464710991234,0,2,74775.0,21,"8A,1A",,2024-04-15 08:28:06,1.9563159453559533e-06,5.868947836067859e-05,0.0,0.01,False,False,False,False,0,0,normal,immediate,1b4115cf10af9c34c91401600099ffa0,17179869184.0,0.07559420934569815,0.07559420934569815,77262.0
675,4a4ca903fe2a87e783078e49b0141fc8,select,0,14254.0,0,0.0,0,1,285148.0,21,4A,,2024-04-15 08:29:04,2.799297288386987e-06,5.598594576773974e-05,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,4a4ca903fe2a87e783078e49b0141fc8,1250000000.0,0.0011001009039874456,0.001766382835611508,
613,6011c5d9970a9df73619b7f43a52c63f,select,0,41381.0,0,0.0,0,1,827656.0,21,9A,,2024-04-15 08:29:32,8.10647472177256e-06,0.00016212949443545116,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,6011c5d9970a9df73619b7f43a52c63f,1250000000.0,0.00167993309786034,0.0015428355284940974,
341,e9b6f5fb4f5f5fdd8b15321d9dcb1ea4,select,0,9641.0,0,0.0,0,1,192869.0,21,4A,,2024-04-15 08:31:13,7.926886750310311e-06,0.00015853773500620622,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,e9b6f5fb4f5f5fdd8b15321d9dcb1ea4,1250000000.0,0.001117696252149798,0.0017008893001470736,
580,195860ad5534d8e43ff2278695a296f8,insert,6719240191,0.0,576490,0.006759924184955693,0,1,0.0,21,3A,7A,2024-04-15 08:36:02,0.0,0.0,0.0,0.37,False,False,False,False,1,1,normal,immediate,195860ad5534d8e43ff2278695a296f8,17179869184.0,0.39670862277064045,0.39662890465857586,
7e2e5bf89902e4b3affafd8215ca8dfe,,select,576490,24.993261153499585,0,0.004744801987076934,0,2,749.7978346049875,21,"4A,7A",,2024-04-15 08:36:02,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,195860ad5534d8e43ff2278695a296f8,1250000000.0,0.002834212826415074,0.002834212826415074,153776.0
896,d2842f4f17ce3b5a9c3ba9adbfea25f5,select,1434997588,52788.0,0,0.007359056040541488,0,2,1583838.0,21,"3A,9A",,2024-04-15 08:37:57,3.67909201345587e-05,0.001103727604036761,0.0,0.02,False,False,False,False,0,0,normal,immediate,d2842f4f17ce3b5a9c3ba9adbfea25f5,17179869184.0,0.08720738103421835,0.08720738103421835,1636626.0
269,e7efae52409f016178bce6b4ff73f76d,select,0,110246.0,0,0.0,0,1,2204945.0,21,9A,,2024-04-15 08:42:36,0.0004422795460630249,0.008845590921260497,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,e7efae52409f016178bce6b4ff73f76d,1250000000.0,0.0013833892817670208,0.0018877706602571944,
459,05096a1f8c660a8b019e4aa64427d74c,insert,6927666070,0.0,421640,0.009842203172079324,0,1,0.0,21,4A,7A,2024-04-15 08:43:32,0.0,0.0,0.0,0.29,False,False,False,False,1,1,normal,immediate,05096a1f8c660a8b019e4aa64427d74c,17179869184.0,0.4119330708077921,0.4117311757730228,
7e2e5bf89902e4b3affafd8215ca8dfe,,select,421640,18.279863714481717,0,0.004744801987076934,0,2,548.3959114344515,21,"4A,7A",,2024-04-15 08:43:32,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,05096a1f8c660a8b019e4aa64427d74c,1250000000.0,0.002710166334158586,0.002710166334158586,153776.0
948,252dd68181d96ea5ced569413f582d57,select,1153120525,7.0,0,0.009059739612579883,0,1,140.0,21,1A,,2024-04-15 08:49:05,6.0799230763963284e-09,1.2159846152792658e-07,0.0,0.02,False,False,False,False,0,0,normal,immediate,252dd68181d96ea5ced569413f582d57,17179869184.0,0.07165031831784946,0.07165031831784946,147.0
834,ba692d7b790435f1ed5ae528ddf90878,select,0,27685.0,0,0.0,0,2,830703.0,21,"6A,4A",,2024-04-15 08:52:20,9.569368789309117e-05,0.0028708106367927354,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,ba692d7b790435f1ed5ae528ddf90878,1250000000.0,0.0018678123723451633,0.0012412481456950753,
468,a61113bebb08201c23481fec80fdf7f2,select,3552677952,2649.0,0,0.007604143194385889,0,1,53024.0,21,2A,,2024-04-15 08:56:13,7.46301253862427e-07,1.492602507724854e-05,0.001034126163391934,0.03,True,True,False,False,1,0,normal,immediate,a61113bebb08201c23481fec80fdf7f2,17179869184.0,0.211915013467121,0.21167715145741647,55673.0
915,63b19168043d79d20218005a3338cf37,select,1481543131,69368.0,0,0.011253743497622721,0,1,1387413.0,21,1A,,2024-04-15 08:56:25,4.6823356181259666e-05,0.0009364671236251933,0.001034126163391934,0.03,False,False,False,False,0,0,normal,immediate,63b19168043d79d20218005a3338cf37,17179869184.0,0.09186403194673619,0.09186403194673619,1456781.0
669,6658ab6d65044b7afd1b47414532d93a,insert,2614425462,0.0,307482,0.0035473685924007803,0,1,0.0,21,3A,7A,2024-04-15 09:05:01,0.0,0.0,0.005170630816959669,0.19,False,False,False,False,1,1,normal,immediate,6658ab6d65044b7afd1b47414532d93a,17179869184.0,0.15783693441913998,0.15603349807157596,
7e2e5bf89902e4b3affafd8215ca8dfe,,select,307482,13.330635268608924,0,0.004744801987076934,0,2,399.91905805826775,21,"4A,7A",,2024-04-15 09:05:01,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,6658ab6d65044b7afd1b47414532d93a,1250000000.0,0.0026187171932931285,0.0026187171932931285,153776.0
43,d0ffd9964478544c096c222168e90498,select,0,54724.0,0,0.0,0,1,1094526.0,22,1A,,2024-04-15 09:14:15,0.0002186481403383119,0.004372962806766238,0.005170630816959669,0.0,False,False,False,True,0,1,incremental,immediate,d0ffd9964478544c096c222168e90498,1250000000.0,0.0012848380136220756,0.0018508503765697442,
867,1f61c6621531d0b65c54a0e259e22b03,select,0,16100.0,0,0.0,0,1,322059.0,22,8A,,2024-04-15 09:14:41,1.7252672262936288e-05,0.00034505344525872573,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,1f61c6621531d0b65c54a0e259e22b03,1250000000.0,0.0018669286554330044,0.001942311079674541,
850,bdc83d416235a709c3865757e1a9a1b8,select,0,1974.0,0,0.0,0,2,59226.0,22,"4A,0A",,2024-04-15 09:14:43,7.076725239217937e-08,2.123017571765381e-06,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,bdc83d416235a709c3865757e1a9a1b8,1250000000.0,0.0012146523190879506,0.0018196937889419474,
553,d0ffd9964478544c096c222168e90498,select,0,55020.0,0,0.0,0,1,1100484.0,22,3A,,2024-04-15 09:14:57,0.0002186481403383119,0.004372962806766238,0.005170630816959669,0.0,False,False,False,True,0,1,incremental,immediate,d0ffd9964478544c096c222168e90498,1250000000.0,0.0016460108035254314,0.001995305644267561,
482,af3b047cf0b36bb3d7b5afdcb9ba7341,select,1060927686,24813.0,0,0.002930279173495551,0,1,496328.0,22,9A,,2024-04-15 09:15:07,2.339134593786597e-05,0.0004678269187573194,0.002068252326783868,0.01,True,True,False,False,1,0,normal,immediate,af3b047cf0b36bb3d7b5afdcb9ba7341,17179869184.0,0.06555987110841334,0.06551962977386472,521141.0
447,bc15e401560eecc481124da59ed0c5ed,select,2764446644,23122.0,0,0.010681878280646909,0,1,462497.0,22,1A,,2024-04-15 09:15:24,8.365137037169995e-06,0.0001673027407433999,0.001034126163391934,0.03,True,True,False,False,1,0,normal,immediate,bc15e401560eecc481124da59ed0c5ed,17179869184.0,0.16773963333276865,0.16816440849627803,485619.0
467,0d6243613647e1101a8d226743a74c4c,select,0,262184.0,0,0.0,0,1,5243715.0,22,6A,,2024-04-15 09:15:35,7.796656531420742e-05,0.0015593313062841484,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,0d6243613647e1101a8d226743a74c4c,1250000000.0,0.001466263711703935,0.0014546602506620204,
992,74c96c49e4a64fc8ba96522494ed51c1,select,0,68312.0,0,0.0,0,1,1366280.0,22,4A,,2024-04-15 09:16:23,2.994758341451715e-05,0.000598951668290343,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,74c96c49e4a64fc8ba96522494ed51c1,1250000000.0,0.0018708054914663567,0.0018350067346369315,
101,9f2cb93dbe6552b82455f24f3d6bede7,select,0,371.0,0,0.0,0,1,7426.0,22,1A,,2024-04-15 09:17:32,2.7569421482724566e-07,5.513884296544914e-06,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,9f2cb93dbe6552b82455f24f3d6bede7,1250000000.0,0.0019160484552225529,0.0017005421161622504,
92,76c7a8801fe0d8d808f8db9cf7eb4a19,select,9758151463,26090.0,0,0.011976840568367328,0,2,782829.0,22,"1A,6A",,2024-04-15 09:17:43,2.674121707393119e-06,8.022365122179358e-05,0.0,0.07,False,False,False,False,0,0,normal,immediate,76c7a8801fe0d8d808f8db9cf7eb4a19,17179869184.0,0.5739875917847436,0.5739875917847436,808919.0
565,f23bc6c7d69a8a88e600d5082c2d80a2,select,0,908.0,0,0.0,0,2,27241.0,22,"0A,2A",,2024-04-15 09:17:48,3.170613794193206e-08,9.511841382579616e-07,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,f23bc6c7d69a8a88e600d5082c2d80a2,1250000000.0,0.0013144877941478775,0.0011114181774795932,
322,d506687960e7c8e9a2e87837e95b4fab,insert,846807092,0.0,242608,0.004671342304417094,0,1,0.0,22,1A,7A,2024-04-15 09:18:27,0.0,0.0,0.0031023784901758012,0.15,False,False,False,False,1,1,normal,immediate,d506687960e7c8e9a2e87837e95b4fab,17179869184.0,0.054672003155196026,0.055483063530180426,
7e2e5bf89902e4b3affafd8215ca8dfe,,select,242608,10.518075078367755,0,0.004744801987076934,0,2,315.5422523510327,22,"4A,7A",,2024-04-15 09:18:27,4.3354197216776674e-05,0.0013006259165033003,0.002068252326783868,0.01,True,True,False,False,0,0,incremental,triggered_by_write,d506687960e7c8e9a2e87837e95b4fab,1250000000.0,0.0025667482418004106,0.0025667482418004106,153776.0
979,9c8c1d9e1ab074c25525eb469d0641aa,select,713790148,12165.0,0,0.007442002674765974,0,1,243350.0,22,3A,,2024-04-15 09:18:29,1.704668220553695e-05,0.000340933644110739,0.0,0.01,False,False,False,False,0,0,normal,immediate,9c8c1d9e1ab074c25525eb469d0641aa,17179869184.0,0.0452690562355407,0.0452690562355407,255515.0
619,6f548a390e487af7720fee4d4b771d7d,select,0,104336.0,0,0.0,0,1,2086823.0,22,0A,,2024-04-15 09:19:03,0.00011037850295417152,0.0022075700590834307,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,6f548a390e487af7720fee4d4b771d7d,1250000000.0,0.0014874436805153532,0.001313742551179767,
696,dc16417ab87b2a0777293d4fbc06ed9c,select,0,3207.0,0,0.0,0,2,96221.0,22,"4A,0A",,2024-04-15 09:22:03,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.0,False,False,False,True,0,1,incremental,immediate,dc16417ab87b2a0777293d4fbc06ed9c,1250000000.0,0.0014394552409732662,0.0014586048166390132,
868,bf5360a52d6206cfc15f54924f90b8ff,select,0,1231.0,0,0.0,0,1,24620.0,22,9A,,2024-04-15 09:23:18,4.841159358351376e-08,9.682318716702754e-07,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,bf5360a52d6206cfc15f54924f90b8ff,1250000000.0,0.0018552967452111202,0.00147181057508815,
199,37f2f3e4c82787133dd3718ea6a91afc,select,0,3789.0,0,0.0,0,1,75855.0,22,3A,,2024-04-15 09:23:29,4.750965373402501e-06,9.501930746805001e-05,0.001034126163391934,0.0,False,False,False,True,0,1,incremental,immediate,37f2f3e4c82787133dd3718ea6a91afc,1250000000.0,0.0014711394235085316,0.001780032812976367,
136,b5fcaec7c1e1d4ee8d7ed996518a9bed,select,867333489,185238.0,0,0.005031474507622775,0,1,3704831.0,22,2A,,2024-04-15 09:24:20,0.00021357606750303492,0.004271521350060699,0.001034126163391934,0.01,False,False,False,False,0,0,normal,immediate,b5fcaec7c1e1d4ee8d7ed996518a9bed,17179869184.0,0.053001190880418,0.053001190880418,3890069.0
919,ae8c35e083e4879120189cc0fe25e493,select,0,8733.0,0,0.0,0,1,174695.0,22,4A,,2024-04-15 09:24:41,1.0571586271045104e-05,0.00021143172542090207,0.002068252326783868,0.0,False,False,False,True,0,1,incremental,immediate,ae8c35e083e4879120189cc0fe25e493,1250000000.0,0.001326115427258103,0.001927474988513298,
837,dc16417ab87b2a0777293d4fbc06ed9c,select,0,3207.0,0,0.0,0,2,96219.0,22,"3A,6A",,2024-04-15 09:25:36,1.1289378577121117e-07,3.3868135731363354e-06,0.004136504653567736,0.0,False,False,False,True,0,1,incremental,immediate,dc16417ab87b2a0777293d4fbc06ed9c,1250000000.0,0.0014859914320306633,0.0018115211905239644,
561,600bd4da4746ee68c66a472dcf71536a,select,21105246635,25313.0,0,0.02424583312072184,0,1,506300.0,22,1A,,2024-04-15 09:25:36,1.1994717567135051e-06,2.3989435134270104e-05,0.0,0.14,False,False,False,False,0,0,normal,immediate,600bd4da4746ee68c66a472dcf71536a,17179869184.0,1.24060995618554,1.24060995618554,531613.0
167,9f2cb93dbe6552b82455f24f3d6bede7,select,0,371.0,0,0.0,0,1,7423.0,22,9A,,2024-04-15 09:25:40,2.7569421482724566e-07,5.513884296544914e-06,0.0031023784901758012,0.0,False,False,False,True,0,1,incremental,immediate,9f2cb93dbe6552b82455f24f3d6bede7,1250000000.0,0.0019139069101365418,0.0016351473445573366,
